code,name,price,vol,trade_value,pe,industry,chip_ratio,value_billion,回檔%,今日漲幅%,chip_success
6645,金萬林-創,13.85,76.0,1039750,,其他,13.16,0.01,19.01,-0.36,1
6655,科定,117.5,10.005,1166585,28.94,其他,10.0,0.01,4.47,0.86,1
6657,華安,34.0,185.897,6322596,,其他,-26.9,0.06,10.41,-5.16,1
6658,聯策,156.0,322.63,50990159,59.77,其他電子業,-5.31,0.51,40.0,-2.5,1
6666,羅麗芬-KY,43.85,15.011,660136,20.3,其他,13.32,0.01,3.41,-0.9,1
6668,中揚光,33.95,301.95,10259924,,光電業,-32.79,0.1,22.49,-1.31,1
6669,緯穎,5730.0,3046.64,17270977515,19.21,電腦及週邊設備業,22.61,172.71,1.8,4.75,1
6670,復盛應用,267.5,395.446,105610804,12.98,其他,66.8,1.06,0.56,1.33,1
6671,三能-KY,21.8,116.803,2582485,9.65,其他,-5.99,0.03,8.21,-5.83,1
6672,騰輝電子-KY,224.5,3611.577,839817414,40.6,電子零組件業,-19.02,8.4,31.97,-2.81,1
6674,鋐寶科技,16.0,35.0,555150,,通信網路業,-14.29,0.01,9.35,-0.31,1
6689,伊雲谷,60.7,66.959,4055413,26.86,其他,-32.86,0.04,9.67,-1.46,1
6691,洋基工程,713.0,513.148,368952166,26.42,其他電子業,-32.42,3.69,14.51,-2.33,1
6695,芯鼎,52.0,960.088,51007599,,半導體業,-28.75,0.51,24.64,-1.89,1
6698,旭暉應材,34.7,115.017,3984082,,其他電子業,-1.74,0.04,27.47,-0.72,1
6706,惠特,109.0,1845.193,205511629,,光電業,-17.19,2.06,33.33,-3.11,1
6715,嘉基,424.5,1067.102,462504541,201.18,電子零組件業,-9.76,4.63,25.07,-0.24,1
6719,力智,232.5,1565.752,363950255,32.38,半導體業,-5.79,3.64,27.26,0.0,1
6722,輝創,34.5,26.065,889013,13.97,其他電子業,-15.35,0.01,4.7,-0.58,1
6742,澤米,42.55,477.182,20609389,,光電業,-14.22,0.21,43.19,-3.3,1
6743,安普新,30.5,186.712,5655909,37.2,其他電子業,16.6,0.06,9.76,1.33,1
6753,龍德造船,140.0,3776.699,532654488,19.69,航運業,-4.97,5.33,17.16,1.08,1
6754,匯僑設計,42.55,26.245,1102433,13.13,其他,-38.1,0.01,2.89,1.19,1
6756,威鋒電子,97.0,109.276,10537013,63.82,半導體業,19.22,0.11,8.92,0.73,1
6757,台灣虎航,54.4,2510.579,136168306,8.75,航運業,-66.4,1.36,19.17,-1.98,1
6768,志強-KY,69.0,448.529,30956870,13.07,其他,-63.76,0.31,16.4,-2.27,1
6770,力積電,61.6,152851.625,9560587986,34.8,半導體業,-33.15,95.61,31.02,-6.67,1
6771,平和環保-創,38.5,65.367,2513813,12.92,其他,24.48,0.03,6.67,0.0,1
6776,展碁國際,54.3,309.356,16749803,13.51,電子通路業,20.99,0.17,5.73,-0.73,1
6781,AES-KY,989.0,395.189,394447293,25.27,電子零組件業,-21.55,3.94,24.68,-3.04,1
6782,視陽,183.0,275.952,50621636,12.35,其他,-52.43,0.51,11.86,-1.08,1
6789,采鈺,470.0,1398.043,664973228,101.08,半導體業,-17.79,6.65,17.08,-4.08,1
6790,永豐實,38.75,144.168,5576469,12.62,其他,47.86,0.06,1.52,1.04,1
6792,詠業,53.2,55.141,2931133,23.64,通信網路業,-14.51,0.03,24.11,-0.93,1
6794,向榮生技,77.7,37.164,2860310,,其他,0.0,0.03,8.8,0.0,1
6796,晉弘,58.9,52.425,3091642,,其他,-15.26,0.03,3.2,-1.42,1
6799,來頡,82.1,202.707,16709219,22.62,半導體業,-29.06,0.17,27.02,-1.2,1
6805,富世達,1410.0,794.565,1138034140,35.99,電子零組件業,-14.54,11.38,24.4,-3.09,1
6807,峰源-KY,33.95,9.0,301950,9.96,其他,-44.44,0.0,1.16,-0.73,1
6830,汎銓,363.5,3272.567,1263027578,,其他電子業,-21.63,12.63,36.45,-3.45,1
6831,邁科,678.0,229.592,155409068,137.8,電腦及週邊設備業,-7.34,1.55,30.1,1.19,1
6834,天二科技,90.1,2007.003,185044570,147.7,電子零組件業,14.85,1.85,36.99,-7.11,1
6835,圓裕,31.2,34.78,1085763,240.0,電子零組件業,-23.0,0.01,13.57,-1.27,1
6838,台新藥,23.8,123.327,2907623,,其他,25.14,0.03,7.75,0.63,1
6854,錼創科技-KY創,98.8,295.162,29448090,,半導體業,-5.08,0.29,23.41,-1.69,1
6861,睿生光電,206.0,358.14,73756623,41.87,其他,10.05,0.74,44.99,-3.74,1
6862,三集瑞-KY,143.0,213.229,30860886,23.44,電子零組件業,-2.81,0.31,30.44,-3.7,1
6863,永道-KY,117.5,726.934,84147237,107.8,通信網路業,9.92,0.84,0.84,8.8,1
6869,雲豹能源,67.0,432.322,28982059,,其他,-8.56,0.29,13.32,-1.03,1
6873,泓德能源,85.0,225.592,19042809,26.48,其他,-35.91,0.19,8.7,-0.35,1
6885,全福生技,20.8,229.722,4752864,,其他,-4.79,0.05,7.35,0.0,1
6887,寶綠特-KY,37.85,36.167,1352858,15.97,其他,-11.06,0.01,2.45,-2.2,1
6890,來億-KY,172.5,198.467,33879635,17.06,其他,17.51,0.34,28.43,2.07,1
6901,鑽石投資,16.55,2460.177,41058298,,其他,20.49,0.41,26.12,-3.5,1
6902,GOGOLOOK,118.5,68.391,8033554,40.44,其他,-1.54,0.08,16.25,-0.42,1
6906,現觀科,72.0,2.228,160388,36.36,其他,44.88,0.0,22.39,0.0,1
6908,宏碁遊戲-創,35.35,7.734,272107,25.99,電子通路業,12.93,0.0,10.28,-1.12,1
6909,創控,41.7,402.606,16942203,51.48,半導體業,0.5,0.17,35.35,-3.47,1
6914,阜爾運通,145.0,36.451,5279960,14.83,其他,27.43,0.05,1.69,0.0,1
6916,華凌,19.6,57.073,1129756,,光電業,-5.26,0.01,10.3,-1.26,1
6918,愛派司,72.6,18.0,1300600,14.29,其他,-5.56,0.01,6.32,-0.41,1
6919,康霈*,97.8,3349.768,330576369,,其他,-20.55,3.31,16.05,-2.69,1
6921,嘉雨思-創,64.4,4.0,257100,189.41,半導體業,50.0,0.0,14.13,-0.77,1
6923,中台,78.8,59.176,4630959,25.67,其他,-28.73,0.05,3.67,0.38,1
6924,榮惠-KY創,103.0,8.0,824500,15.44,電子零組件業,-50.0,0.01,21.67,-1.44,1
6928,攸泰科技,53.6,622.816,33944494,,電腦及週邊設備業,-11.84,0.34,10.67,1.71,1
6931,青松健康,39.25,39.168,1533041,20.34,其他,-22.98,0.02,5.19,0.0,1
6933,AMAX-KY,165.0,753.009,127828935,27.68,電腦及週邊設備業,-12.73,1.28,8.08,-1.49,1
6934,心誠鎂,79.0,17.3,1346400,,其他,23.12,0.01,3.66,-1.0,1
6936,永鴻生技,31.75,41.148,1303080,16.8,其他,-2.43,0.01,4.8,0.0,1
6937,天虹,290.0,869.439,254107682,89.51,半導體業,-11.04,2.54,5.03,-0.34,1
6944,兆聯實業,786.0,1024.43,820711274,22.12,其他,-40.7,8.21,5.76,-5.19,1
6947,台鎔科技,80.0,1989.306,163303775,40.2,其他,2.71,1.63,17.61,1.91,1
6949,沛爾生醫-創,992.0,177.67,181809129,,其他,-0.2,1.82,11.43,-1.29,1
6951,青新-創,72.0,12.351,888456,12.52,其他,0.0,0.01,3.23,0.0,1
6952,大武山,35.5,36.006,1263612,46.1,其他,-11.11,0.01,2.34,-0.14,1
6955,邦睿生技-創,115.5,3.0,344500,27.97,其他,33.33,0.0,9.41,0.43,1
6957,裕慶-KY,240.0,350.476,82882982,22.73,其他,0.74,0.83,7.34,-1.23,1
6958,日盛台駿,17.95,49.01,865273,,其他,-6.12,0.01,6.27,-0.28,1
6962,奕力-KY,32.6,1227.151,40064251,22.33,半導體業,-23.06,0.4,20.0,-1.06,1
6965,中傑-KY,77.2,31.028,2407464,47.95,其他,16.11,0.02,5.85,-2.15,1
6969,成信實業*-創,38.55,1417.973,54662848,,其他,0.0,0.55,0.0,9.99,1
6988,威力暘-創,12.85,14.0,177700,,其他,-14.29,0.0,7.89,-0.39,1
6994,富威電力,40.0,404.472,16325415,6.38,其他,-4.94,0.16,23.52,-1.72,1
7610,聯友金屬-創,1660.0,1438.19,2449403160,102.79,其他,-11.71,24.49,37.12,0.3,1
7631,聚賢研發-創,139.0,134.15,18539722,19.28,其他電子業,11.99,0.19,22.13,0.0,1
7705,三商餐飲,30.55,24.758,755488,13.7,其他,8.08,0.01,3.86,0.0,1
7711,永擎,297.0,127.333,37936021,26.52,電腦及週邊設備業,-29.2,0.38,13.59,-2.78,1
7721,微程式,62.5,99.381,6268160,105.93,其他,-16.1,0.06,17.51,-1.42,1
7722,LINEPAY,291.5,80.197,23470170,41.35,其他,-22.41,0.23,14.38,-2.02,1
7730,暉盛-創,166.5,46.276,7696861,86.27,半導體業,-23.77,0.08,14.62,-2.92,1
7732,金興精密,35.8,10.0,355500,20.69,其他,-30.0,0.0,1.1,0.14,1
7736,虎山,70.4,21.017,1474594,15.4,其他,-4.76,0.01,3.03,-0.14,1
7740,熙特爾-創,142.0,320.279,45572468,19.89,其他,-39.58,0.46,2.08,3.53,1
7749,意騰-KY,355.5,90.216,32250192,28.53,半導體業,-22.99,0.32,24.16,-1.52,1
7750,新代,2025.0,138.605,285706025,50.52,其他,-37.23,2.86,10.0,-6.25,1
7760,享溫馨,34.85,17.001,588533,59.07,其他,-11.76,0.01,5.81,-0.29,1
7765,中華資安,227.0,46.721,10610715,20.47,其他,40.67,0.11,2.16,0.44,1
7768,頌勝科技,279.0,163.388,45967173,90.88,半導體業,-26.32,0.46,23.69,-5.42,1
7769,鴻勁,6055.0,630.474,3900384285,75.56,半導體業,-20.56,39.0,14.9,-6.34,1
7780,大研生醫*,17.35,675.664,11671013,41.31,其他,8.21,0.12,6.47,0.29,1
7786,東方風能,127.0,188.643,24103763,12.97,其他,-41.35,0.24,7.3,-1.93,1
7788,松川精密,207.0,1891.942,400259985,54.76,電子零組件業,-0.21,4.0,25.02,-9.21,1
7791,皇家可口,61.9,36.414,2243291,13.52,其他,-8.24,0.02,3.28,-0.32,1
7795,長廣,392.5,500.735,197894083,140.68,電子零組件業,2.37,1.98,41.07,-4.5,1
7799,禾榮科,399.5,301.915,120441444,,其他,-4.63,1.2,15.54,0.25,1
7803,雲象科技-創,21.15,79.415,1652682,,其他,-36.52,0.02,13.5,0.95,1
7818,溢泰實業,68.0,109.622,7428481,12.04,其他,4.56,0.07,3.95,-1.02,1
7821,神數,40.8,126.767,5134812,13.65,其他,11.32,0.05,5.88,0.49,1
7822,倍利科,857.0,229.661,201031160,67.11,半導體業,-7.4,2.01,35.08,-0.81,1
7823,奧義賽博-KY創,83.1,10.235,846389,,其他,0.0,0.01,8.68,-0.95,1
7827,漢康-KY創,140.0,854.103,117774541,,其他,8.78,1.18,25.13,-6.04,1
7835,永悅健康-創,39.95,1010.424,47229001,,其他,0.1,0.47,,,1
8011,台通,16.2,1181.611,19179532,19.06,通信網路業,-9.98,0.19,11.72,-1.52,1
8016,矽創,294.0,826.044,245774212,18.47,半導體業,-2.85,2.46,21.91,-1.34,1
8021,尖點,370.0,8366.374,3261131522,106.02,其他電子業,8.33,32.61,40.37,-8.98,1
8028,昇陽半導體,300.5,964.819,290922702,66.48,半導體業,25.63,2.91,17.45,0.0,1
8033,雷虎,187.0,20294.284,3817739298,279.1,其他,-14.59,38.18,31.25,-1.84,1
8039,台虹,240.0,56202.359,13860494331,101.27,電子零組件業,11.42,138.6,6.8,-6.25,1
8045,達運光電,61.0,214.742,13181017,87.14,通信網路業,-62.86,0.13,9.9,-4.39,1
8046,南電,1110.0,11188.398,12828762965,235.17,電子零組件業,-5.67,128.29,21.55,-9.76,1
8070,長華*,47.7,2084.979,100167828,45.0,電子通路業,-11.13,1.0,20.76,-1.24,1
8072,陞泰,26.6,134.296,3594645,26.08,電子通路業,0.74,0.04,14.57,-2.21,1
8081,致新,262.0,2189.543,570823130,14.91,半導體業,-21.25,5.71,22.14,4.38,1
8101,華冠,13.25,7.147,92666,,通信網路業,0.0,0.0,7.34,2.71,1
8103,瀚荃,78.6,328.285,25922329,16.94,電子零組件業,-21.94,0.26,25.63,-0.88,1
8104,錸寶,32.9,399.059,13220320,,光電業,5.51,0.13,23.31,-2.08,1
8105,凌巨,16.9,1910.986,32496085,563.33,光電業,-11.98,0.32,34.37,-1.74,1
8110,華東,40.9,3877.713,160324787,14.98,半導體業,-12.22,1.6,34.07,-3.99,1
8112,至上,88.3,26708.82,2400695232,10.64,電子通路業,27.73,24.01,5.86,0.34,1
8114,振樺電,230.0,5050.679,1196779412,15.33,電腦及週邊設備業,19.38,11.97,8.0,-0.86,1
8131,福懋科,64.6,5531.06,363056755,32.63,半導體業,-44.5,3.63,24.83,-5.97,1
8150,南茂,90.8,48956.287,4566599382,76.95,半導體業,-14.67,45.67,27.36,-7.54,1
8162,微矽電子-創,59.6,108.878,6529593,43.19,半導體業,-22.04,0.07,31.57,-2.77,1
8163,達方,31.9,955.95,30532247,62.55,電腦及週邊設備業,-47.78,0.31,27.5,-2.74,1
8201,無敵,12.15,48.033,579495,,其他電子業,-16.66,0.01,10.99,0.0,1
8210,勤誠,1095.0,1862.424,2054219715,32.46,電腦及週邊設備業,25.76,20.54,17.67,-7.2,1
8213,志超,31.45,253.477,7988417,16.3,電子零組件業,-27.22,0.08,13.69,-0.94,1
8215,明基材,24.15,652.428,15892066,,光電業,-33.26,0.16,22.75,-3.21,1
8222,寶一,38.9,3979.641,158098393,63.77,其他,-5.65,1.58,15.73,1.17,1
8249,菱光,42.75,262.438,11270962,15.95,電子零組件業,-21.34,0.11,15.01,-2.29,1
8261,富鼎,217.0,2309.202,509925292,37.16,半導體業,32.61,5.1,42.14,-7.66,1
8271,宇瞻,212.5,14806.388,3165378416,5.28,半導體業,-14.71,31.65,4.71,1.19,1
8341,日友,77.0,258.485,19854187,16.38,其他,49.58,0.2,1.66,0.52,1
8367,建新國際,40.55,14.001,567590,11.52,航運業,-28.57,0.01,1.82,0.12,1
8374,羅昇,77.3,346.195,27270097,,其他,-2.88,0.27,21.82,-2.28,1
8404,百和興業-KY,16.65,409.041,6782973,15.28,其他,-13.2,0.07,6.72,-1.77,1
8411,福貞-KY,13.1,174.439,2262290,131.0,其他,-10.32,0.02,0.38,-0.38,1
8422,可寧衛*,26.0,3340.099,86930403,24.07,其他,-10.06,0.87,12.75,-0.95,1
8429,金麗-KY,6.1,92.77,564187,55.45,其他,-14.01,0.01,6.3,-0.33,1
8438,昶昕,65.0,350.322,23140008,24.71,其他,-35.11,0.23,40.32,-4.69,1
8442,威宏-KY,46.05,103.168,4730693,25.73,其他,42.65,0.05,4.95,0.11,1
8443,阿瘦,11.4,9.325,105858,,其他,10.72,0.0,0.87,0.44,1
8454,富邦媒,238.5,748.976,177918772,22.76,其他,24.28,1.78,37.24,-2.45,1
8462,柏文,155.5,88.248,13699252,16.76,其他,13.7,0.14,7.44,0.65,1
8463,潤泰材,21.4,35.149,743593,10.09,其他,8.54,0.01,2.28,0.0,1
8464,億豐,370.0,415.208,152870432,16.76,其他,8.79,1.53,2.76,1.65,1
8466,美吉吉-KY,17.1,106.0,1811900,,其他,8.49,0.02,7.32,-1.72,1
8467,波力-KY,103.0,13.036,1315836,11.96,其他,7.67,0.01,16.6,0.98,1
8473,山林水,44.25,316.184,13982601,15.53,其他,12.64,0.14,15.39,0.0,1
8476,台境*,23.25,2318.564,53001182,55.36,其他,-33.04,0.53,7.0,-5.3,1
8478,東哥遊艇,149.0,138.786,20742190,9.07,其他,-50.44,0.21,11.57,-0.67,1
8481,政伸,40.25,14.17,565899,13.2,其他,14.11,0.01,3.15,0.12,1
8482,商億-KY,49.85,7.196,353667,21.12,其他,41.69,0.0,0.7,0.81,1
8487,愛爾達-創,75.4,31.257,2363439,13.46,其他,-3.2,0.02,4.56,-0.26,1
8488,吉源-KY,10.25,14.0,141850,,其他,-14.29,0.0,4.21,-0.49,1
8499,鼎炫-KY,264.0,45.255,11969748,26.45,其他電子業,-48.61,0.12,18.84,-2.04,1
8926,台汽電,64.7,3509.973,227528836,15.86,其他,-16.43,2.28,21.48,0.62,1
8940,新天地,16.0,41.182,657578,25.4,其他,-4.86,0.01,6.16,0.0,1
8996,高力,1005.0,2181.789,2275825095,71.68,其他,-6.96,22.76,37.96,-6.51,1
9802,鈺齊-KY,71.9,1398.044,100223926,12.68,其他,-12.23,1.0,5.64,-1.51,1
9902,台火,13.75,55.784,763086,,其他,23.3,0.01,4.84,0.36,1
9904,寶成,24.4,11376.574,278046264,6.72,其他,-3.79,2.78,4.13,0.62,1
9905,大華,20.65,92.77,1911229,14.65,其他,-4.31,0.02,0.96,0.24,1
9906,欣巴巴,40.65,47.244,1898004,15.28,建材營建,-8.47,0.02,7.61,1.25,1
9907,統一實,15.15,2385.456,36004084,13.65,其他,5.62,0.36,3.19,0.0,1
9908,大台北,29.35,251.368,7338880,16.58,其他,46.37,0.07,0.84,0.69,1
9910,豐泰,68.5,995.2,68095593,14.83,其他,-47.19,0.68,5.65,-0.44,1
9911,櫻花,82.6,250.79,20663010,12.99,其他,-3.44,0.21,3.73,0.61,1
9912,偉聯,12.65,19.387,241631,,電腦及週邊設備業,10.32,0.0,3.07,1.2,1
9914,美利達,78.9,2221.801,174807981,21.32,其他,8.27,1.75,10.34,1.02,1
9917,中保科,110.0,774.33,84850840,16.22,其他,63.64,0.85,1.35,1.38,1
9918,欣天然,43.35,86.666,3715958,25.65,其他,-36.92,0.04,3.44,-0.34,1
9919,康那香,14.3,1284.743,18476399,,其他,7.55,0.18,10.06,-2.72,1
9921,巨大,88.7,4590.27,404045892,221.75,其他,11.04,4.04,3.59,3.74,1
9924,福興,39.8,143.427,5674178,14.42,其他,26.49,0.06,3.63,0.76,1
9925,新保,40.2,1418.656,56754670,16.68,其他,46.24,0.57,0.12,2.03,1
9926,新海,49.65,29.648,1462250,18.19,其他,6.75,0.01,0.0,0.3,1
9927,泰銘,69.7,61.266,4244051,14.22,其他,24.48,0.04,1.27,0.43,1
9928,中視,18.15,14.125,256760,,其他,0.0,0.0,4.72,-0.27,1
9929,秋雨,11.5,8.196,94501,42.59,其他,-24.4,0.0,1.71,-0.86,1
9930,中聯資源,63.4,72.249,4551048,13.4,其他,-16.61,0.05,5.65,0.48,1
9931,欣高,34.15,46.655,1586572,14.35,其他,8.57,0.02,0.87,0.15,1
9933,中鼎,40.05,1402.12,56092202,9.47,其他,4.05,0.56,8.98,-0.74,1
9934,成霖,10.65,631.999,6711584,,其他,15.33,0.07,4.05,0.0,1
9935,慶豐富,19.4,382.44,7462265,11.83,其他,32.16,0.07,1.52,-0.26,1
9937,全國,55.1,49.706,2716489,22.13,其他,-28.17,0.03,3.5,0.0,1
9938,百和,46.8,1545.679,72538224,13.6,其他,-46.58,0.73,2.3,-0.21,1
9939,宏全,129.5,1374.732,178752868,14.36,其他,-18.26,1.79,3.36,-0.38,1
9940,信義,20.25,482.791,9710524,54.73,其他,4.2,0.1,2.41,0.75,1
9941,裕融,81.7,824.111,67344733,11.96,其他,-24.75,0.67,3.54,-0.24,1
9942,茂順,124.0,73.856,9096928,15.1,其他,-0.27,0.09,1.59,0.81,1
9943,好樂迪,53.0,61.205,3219927,14.72,其他,13.07,0.03,3.46,0.38,1
9944,新麗,17.9,29.667,530367,358.0,其他,20.22,0.01,3.24,0.0,1
9945,潤泰新,26.1,4547.178,118610157,7.33,其他,30.13,1.19,3.51,-0.57,1
9946,三發地產,17.95,382.094,6843457,4.31,建材營建,18.06,0.07,12.01,-0.83,1
9955,佳龍,24.05,112.121,2696828,33.87,其他,-3.57,0.03,12.23,-1.03,1
9958,世紀鋼,110.5,1141.338,126834612,14.09,其他,17.87,1.27,8.38,0.45,1
