code,name,price,vol,trade_value,pe,industry,chip_ratio,value_billion,回檔%,今日漲幅%,chip_success
2355,敬鵬,41.0,3030.193,125235512,24.26,電子零組件業,-1.71,1.25,26.85,-4.43,1
2356,英業達,64.5,43641.326,2796775134,24.52,電腦及週邊設備業,8.69,27.97,8.53,2.38,1
2357,華碩,771.0,3099.43,2385332782,13.78,電腦及週邊設備業,28.85,23.85,1.15,0.26,1
2359,所羅門,145.0,11025.195,1618787230,74.74,其他電子業,2.89,16.19,4.61,2.11,1
2360,致茂,2080.0,2187.371,4656599800,65.59,其他電子業,8.9,46.57,10.54,-3.48,1
2362,藍天,44.15,860.524,37769272,19.71,電腦及週邊設備業,-7.89,0.38,4.23,0.68,1
2363,矽統,55.3,3832.369,214142543,32.53,半導體業,-27.3,2.14,27.33,-3.15,1
2364,倫飛,71.2,155.398,11076338,18.21,電腦及週邊設備業,39.9,0.11,1.79,0.42,1
2365,昆盈,30.2,2985.356,91115183,77.44,電腦及週邊設備業,-15.31,0.91,15.33,-0.49,1
2367,燿華,42.1,5620.595,239812816,,電子零組件業,4.4,2.4,29.83,-4.54,1
2368,金像電,901.0,4067.807,3708028234,40.68,電子零組件業,6.56,37.08,32.51,-4.25,1
2369,菱生,32.9,8214.99,274657605,,半導體業,-30.77,2.75,28.01,-5.19,1
2371,大同,25.8,7464.175,194008714,,其他,-23.57,1.94,10.26,-2.09,1
2373,震旦行,54.0,44.114,2352862,13.85,其他電子業,2.27,0.02,4.59,1.12,1
2374,佳能,67.5,2349.965,159468928,24.28,光電業,-12.59,1.59,17.48,-0.88,1
2375,凱美,131.0,3091.355,418900856,39.82,電子零組件業,8.41,4.19,44.73,-8.07,1
2376,技嘉,354.5,7613.423,2689917069,16.56,電腦及週邊設備業,-11.51,26.9,0.98,0.0,1
2377,微星,146.5,12705.796,1868049799,15.31,電腦及週邊設備業,-14.6,18.68,7.28,-3.62,1
2379,瑞昱,744.0,3184.242,2381094675,26.78,半導體業,10.29,23.81,13.69,-0.13,1
2380,虹光,19.5,69.806,1327373,18.57,電腦及週邊設備業,-0.3,0.01,18.28,2.63,1
2382,廣達,328.0,11901.559,3902835374,16.49,電腦及週邊設備業,-11.16,39.03,12.98,-2.38,1
2383,台光電,4755.0,1978.622,9595247940,103.15,電子零組件業,-15.52,95.95,23.92,-6.67,1
2385,群光,106.5,4097.875,435152557,12.02,電子零組件業,5.6,4.35,4.05,0.47,1
2387,精元,38.85,123.693,4787153,13.63,電腦及週邊設備業,11.32,0.05,7.72,0.0,1
2388,威盛,74.9,6687.873,501652072,416.11,半導體業,16.07,5.02,8.1,2.04,1
2390,云辰,10.95,352.653,3855264,,其他電子業,-18.52,0.04,23.16,-0.9,1
2392,正崴,35.7,1018.508,36340717,,電子零組件業,-29.75,0.36,11.91,-1.11,1
2393,億光,66.1,2182.206,144147886,15.78,光電業,-69.15,1.44,8.19,-1.2,1
2395,研華,581.0,4213.688,2497224810,45.07,電腦及週邊設備業,-8.42,24.97,5.99,-3.17,1
2397,友通,59.2,520.465,31296216,25.52,電腦及週邊設備業,-2.3,0.31,5.73,-1.33,1
2399,映泰,37.75,1346.253,51400969,24.2,電腦及週邊設備業,-19.67,0.51,31.61,-2.71,1
2401,凌陽,28.15,4029.318,114008544,,半導體業,-7.48,1.14,21.04,-0.18,1
2402,毅嘉,58.0,1479.147,86430829,29.74,電子零組件業,-8.22,0.86,19.44,-2.52,1
2404,漢唐,1120.0,1633.997,1876564105,20.82,其他電子業,-21.82,18.77,20.28,-3.86,1
2405,輔信,16.4,1032.435,17021685,,電腦及週邊設備業,-8.52,0.17,12.49,-1.5,1
2406,國碩,33.35,9364.397,312869762,,光電業,-24.8,3.13,27.42,0.0,1
2408,南亞科,401.0,80045.856,33255807312,35.9,半導體業,-18.97,332.56,19.22,-5.87,1
2409,友達,25.5,121250.125,3097559896,79.69,光電業,3.78,30.98,25.98,-2.86,1
2412,中華電,139.0,15999.969,2213040170,27.63,通信網路業,46.63,22.13,0.77,0.72,1
2413,環科,40.25,588.514,23917612,52.27,電子零組件業,-28.04,0.24,24.34,-3.82,1
2414,精技,55.7,359.785,19933909,15.78,電子通路業,31.08,0.2,13.18,2.2,1
2415,錩新,32.65,382.885,12590599,17.01,電子零組件業,-13.25,0.13,23.63,-5.22,1
2417,圓剛,41.0,1058.576,43911549,157.69,電腦及週邊設備業,-23.14,0.44,18.7,0.37,1
2419,仲琦,24.65,507.057,12585037,,通信網路業,-30.22,0.13,18.91,-3.33,1
2420,新巨,56.7,462.439,26302757,14.39,電子零組件業,-7.55,0.26,11.41,-0.87,1
2421,建準,130.0,844.242,110707979,15.87,電子零組件業,-22.94,1.11,14.47,-2.62,1
2423,固緯,73.9,253.776,18767577,20.76,其他電子業,-35.07,0.19,15.54,-3.02,1
2424,隴華,8.43,39.0,328470,,通信網路業,10.26,0.0,26.38,-1.4,1
2425,承啟,46.85,11240.251,523985257,,電腦及週邊設備業,-0.82,5.24,2.5,2.29,1
2426,鼎元,62.0,18085.589,1140477515,,光電業,-4.14,11.4,36.73,1.47,1
2427,三商電,23.2,453.329,10444850,18.13,資訊服務業,6.62,0.1,14.39,0.0,1
2428,興勤,241.0,512.206,125025235,21.91,電子零組件業,-3.97,1.25,33.7,-3.79,1
2429,銘旺科,39.0,405.832,16062723,,光電業,-25.13,0.16,25.43,-1.27,1
2430,燦坤,17.55,227.425,3975991,36.56,電子通路業,-16.27,0.04,6.9,-0.85,1
2431,聯昌,10.7,83.707,892044,,電子零組件業,-9.56,0.01,13.01,0.47,1
2432,倚天酷碁-創,28.35,23.13,653966,14.77,電腦及週邊設備業,-4.32,0.01,6.28,-0.53,1
2433,互盛電,42.05,61.298,2570310,13.79,其他電子業,-11.42,0.03,1.52,0.12,1
2434,統懋,68.8,195.154,13325040,,半導體業,13.32,0.13,24.23,-1.57,1
2436,偉詮電,59.3,1414.509,84246009,17.6,半導體業,8.7,0.84,25.22,-1.5,1
2438,翔耀,17.95,97.939,1742041,,光電業,-6.13,0.02,23.29,0.56,1
2439,美律,82.9,1031.914,85982260,16.85,通信網路業,-35.66,0.86,11.05,-0.84,1
2440,太空梭,15.7,347.28,5406504,,電子零組件業,0.98,0.05,13.74,-1.57,1
2441,超豐,118.0,4971.386,600751862,25.27,半導體業,-32.44,6.01,24.36,-7.09,1
2442,新美齊,19.35,561.185,10831852,3.69,建材營建,4.45,0.11,3.49,0.0,1
2444,兆勁,11.25,144.626,1623153,,通信網路業,-24.2,0.02,15.73,0.45,1
2449,京元電子,271.0,14663.559,4050330111,36.77,半導體業,-33.15,40.5,26.26,-5.24,1
2450,神腦,28.9,78.415,2254746,18.89,通信網路業,39.53,0.02,1.03,0.87,1
2451,創見,264.0,18768.237,4942365028,4.59,半導體業,-15.7,49.42,12.0,7.98,1
2453,凌群,51.7,237.402,12363538,16.46,資訊服務業,-27.18,0.12,7.03,-0.77,1
2454,聯發科,3750.0,8980.102,34556793720,59.76,半導體業,-11.21,345.57,16.45,-3.23,1
2455,全新,333.0,16228.733,5485731600,105.05,通信網路業,-11.33,54.86,16.18,-3.48,1
2457,飛宏,24.0,1671.878,40192980,,電子零組件業,-34.4,0.4,23.2,-2.44,1
2458,義隆,168.0,1933.204,324766760,18.5,半導體業,6.43,3.25,14.5,-1.75,1
2459,敦吉,65.3,64.536,4206551,12.49,其他電子業,41.87,0.04,3.83,-0.31,1
2460,建通,31.25,242.606,7561076,,電子零組件業,-16.9,0.08,25.6,-0.95,1
2461,光群雷,15.9,932.709,14844921,,其他電子業,11.15,0.15,13.35,-1.24,1
2462,良得電,20.65,159.616,3277908,295.0,電子零組件業,15.14,0.03,18.16,-0.96,1
2464,盟立,146.5,3917.808,574029236,,其他電子業,-15.21,5.74,29.06,-1.35,1
2465,麗臺,80.5,786.824,63877711,60.98,電腦及週邊設備業,-14.7,0.64,13.44,-2.66,1
2466,冠西電,95.0,2606.8,246093720,128.38,光電業,-2.53,2.46,24.9,-8.65,1
2467,志聖,515.0,752.137,391995355,68.48,電子零組件業,-13.36,3.92,23.36,-4.28,1
2468,華經,34.9,226.49,7980740,27.27,資訊服務業,-1.32,0.08,14.88,-0.57,1
2471,資通,48.7,184.045,8878434,12.72,資訊服務業,-5.98,0.09,4.56,1.04,1
2472,立隆電,258.5,2393.862,630026958,29.88,電子零組件業,15.6,6.3,47.03,-6.34,1
2474,可成,189.5,2148.145,407725984,18.15,其他電子業,2.59,4.08,8.3,-1.3,1
2476,鉅祥,119.0,1123.733,134297268,27.23,電子零組件業,-23.68,1.34,15.0,-1.24,1
2477,美隆電,21.3,87.4,1853982,13.15,其他電子業,-22.88,0.02,6.37,0.24,1
2478,大毅,131.5,3107.866,414369566,35.44,電子零組件業,9.14,4.14,48.16,-4.71,1
2480,敦陽科,159.0,145.759,23195466,18.95,資訊服務業,16.16,0.23,4.79,0.0,1
2481,強茂,140.0,18212.058,2585402672,44.44,半導體業,-1.46,25.85,39.78,-3.11,1
2482,連宇,17.65,216.292,3805619,,其他電子業,-21.27,0.04,15.75,-0.84,1
2483,百容,40.15,245.275,9910342,43.64,電子零組件業,6.52,0.1,45.0,0.75,1
2484,希華,71.9,30427.929,2178291158,97.16,電子零組件業,0.46,21.78,29.51,3.6,1
2485,兆赫,40.2,3875.089,158497656,1005.0,通信網路業,-4.39,1.58,34.21,-3.25,1
2486,一詮,219.0,7279.1,1655856924,429.41,光電業,-28.2,16.56,19.93,-8.37,1
2488,漢平,49.75,102.85,5098280,10.72,其他電子業,29.95,0.05,4.54,0.1,1
2489,瑞軒,30.1,5667.385,173231936,27.61,光電業,8.83,1.73,37.68,-5.2,1
2491,吉祥全,29.1,230.279,6744428,8.46,光電業,4.78,0.07,32.25,-3.96,1
2492,華新科,274.0,4068.246,1135488560,52.49,電子零組件業,7.38,11.35,54.92,-8.67,1
2493,揚博,212.5,3743.096,818143586,50.24,電子零組件業,-15.33,8.18,36.0,-9.96,1
2495,普安,37.6,1358.856,51338965,33.27,電腦及週邊設備業,-10.71,0.51,30.95,-1.05,1
2496,卓越,60.0,26.197,1563009,9.38,其他,7.63,0.02,8.12,0.0,1
2497,怡利電,52.1,489.886,25277024,23.05,其他,-6.12,0.25,26.41,-1.33,1
2498,宏達電,41.75,4369.682,184953876,20.17,通信網路業,-5.84,1.85,13.02,-0.36,1
2501,國建,22.75,1348.075,30519156,5.88,建材營建,26.43,0.31,3.72,0.44,1
2504,國產,31.7,1526.178,48078491,9.64,建材營建,53.4,0.48,6.9,0.96,1
2505,國揚,17.75,167.252,2943889,8.92,建材營建,-1.79,0.03,4.83,0.28,1
2506,太設,8.72,193.76,1673958,,建材營建,10.32,0.02,2.02,-0.11,1
2509,全坤建,13.2,82.249,1076977,,建材營建,20.67,0.01,3.65,1.15,1
2511,太子,8.54,1271.267,10805733,24.4,建材營建,16.92,0.11,2.18,0.35,1
2514,龍邦,12.8,87.145,1104153,7.27,其他,-35.57,0.01,5.88,0.79,1
2515,中工,12.05,11058.734,133426825,25.1,建材營建,-38.75,1.33,17.3,-2.03,1
2516,新建,14.15,235.168,3302918,11.99,建材營建,0.85,0.03,5.98,1.07,1
2520,冠德,34.95,1657.463,57521449,14.5,建材營建,-15.37,0.58,5.16,-0.43,1
2524,京城,35.05,136.123,4796249,61.49,建材營建,0.0,0.05,8.96,-2.09,1
2527,宏璟,46.15,1779.002,83139670,9.1,建材營建,-22.99,0.83,11.25,-5.24,1
2528,皇普,22.5,551.238,12381705,9.41,建材營建,55.36,0.12,2.81,0.67,1
2530,華建,20.0,1334.977,26582860,10.2,建材營建,-17.75,0.27,2.91,0.25,1
2534,宏盛,17.25,789.598,13620523,16.75,建材營建,31.81,0.14,0.86,0.29,1
2535,達欣工,87.9,274.159,23999416,10.54,建材營建,2.18,0.24,8.72,-0.68,1
2536,宏普,18.25,426.564,7771402,5.51,建材營建,-18.29,0.08,8.52,0.0,1
2537,聯上發,11.05,918.653,10096391,34.53,建材營建,30.15,0.1,3.91,0.45,1
2538,基泰,9.95,394.281,3909953,27.64,建材營建,56.31,0.04,1.97,0.51,1
2539,櫻花建,40.55,593.98,23862091,14.33,建材營建,-0.28,0.24,2.52,0.37,1
2540,愛山林,53.4,340.1,18071250,89.0,建材營建,34.4,0.18,2.91,-0.19,1
2542,興富發,44.2,7451.866,330859034,13.6,建材營建,-51.79,3.31,1.78,-1.67,1
2543,皇昌,38.6,675.812,26193557,15.56,建材營建,2.45,0.26,5.85,-1.15,1
2545,皇翔,33.3,296.585,9903897,22.5,建材營建,-10.45,0.1,8.2,-0.89,1
2546,根基,96.0,100.725,9590479,10.09,建材營建,-8.94,0.1,2.54,1.05,1
2547,日勝生,10.1,2463.225,24836849,72.14,建材營建,52.86,0.25,7.76,0.0,1
2548,華固,98.6,1869.561,184747247,7.69,建材營建,-40.27,1.85,1.4,-1.0,1
2597,潤弘,161.0,213.13,34144634,14.17,建材營建,26.05,0.34,6.94,0.94,1
2601,益航,6.65,2194.863,14456622,,航運業,32.13,0.14,19.69,1.84,1
2603,長榮,206.0,6759.905,1387600376,9.0,航運業,41.92,13.88,1.2,1.23,1
2605,新興,32.3,9232.216,301885338,15.45,航運業,11.58,3.02,3.0,-0.62,1
2606,裕民,64.0,4457.879,284257305,12.28,航運業,55.47,2.84,1.84,1.27,1
2607,榮運,47.85,369.292,17565376,10.12,航運業,68.35,0.18,0.1,1.16,1
2608,嘉里大榮,29.3,105.395,3074153,14.58,航運業,43.65,0.03,1.35,0.51,1
2609,陽明,51.5,26921.52,1385537380,16.72,航運業,43.35,13.86,0.96,1.98,1
2610,華航,20.5,20731.224,422259995,8.01,航運業,9.38,4.22,13.89,-0.49,1
2611,志信,14.2,146.926,2089457,10.84,航運業,53.09,0.02,4.38,-0.35,1
2612,中航,52.9,225.589,11899027,9.64,航運業,34.61,0.12,4.68,1.34,1
2613,中櫃,20.9,238.248,5000257,19.17,航運業,34.0,0.05,8.13,-0.71,1
2614,東森,18.25,321.311,5853467,8.95,其他,50.81,0.06,2.67,0.27,1
2615,萬海,87.0,22685.29,1962248809,8.03,航運業,39.63,19.62,1.02,2.96,1
2616,山隆,13.9,285.751,3955478,,其他,-16.8,0.04,2.8,0.36,1
2617,台航,29.2,659.911,19234993,8.82,航運業,45.95,0.19,1.02,0.52,1
2618,長榮航,40.7,31313.433,1266625342,7.72,航運業,53.25,12.67,6.76,-0.37,1
2630,亞航,53.9,16335.777,893715365,57.34,航運業,-9.06,8.94,13.48,1.13,1
2633,台灣高鐵,26.05,5492.846,142794561,21.53,航運業,38.07,1.43,1.14,0.39,1
2634,漢翔,65.4,92975.275,6117129757,81.75,航運業,11.49,61.17,13.15,5.65,1
2636,台驊控股,65.7,172.486,11317272,9.62,航運業,42.9,0.11,1.85,0.15,1
2637,慧洋-KY,83.8,2950.935,246883145,11.79,航運業,27.68,2.47,4.77,3.08,1
2642,宅配通,20.55,37.897,773031,,航運業,5.28,0.01,3.97,0.24,1
2645,長榮航太,196.5,4001.525,788216884,30.0,航運業,-19.08,7.88,23.84,-0.76,1
2646,星宇航空,21.15,3464.753,73146385,235.0,航運業,-15.05,0.73,5.79,-0.47,1
2701,萬企,10.8,53.43,574931,18.95,其他,1.87,0.01,1.82,-0.46,1
2702,華園,13.0,31.596,406397,,其他,0.0,0.0,5.45,0.0,1
2704,國賓,45.6,89.157,4056027,25.47,其他,-29.11,0.04,4.4,-0.44,1
2705,六福,16.35,229.651,3742078,18.37,其他,-20.03,0.04,2.97,1.55,1
2706,第一店,12.8,107.283,1366361,19.1,其他,-10.25,0.01,4.12,-0.39,1
2707,晶華,179.0,76.592,13667812,12.79,其他,43.09,0.14,2.19,0.56,1
2712,遠雄來,15.0,5.28,79166,,其他,56.82,0.0,5.06,0.0,1
2722,夏都,21.95,55.391,1210238,,其他,-37.91,0.01,8.92,-0.23,1
2723,美食-KY,62.0,256.755,15902228,,其他,4.91,0.16,10.79,-0.16,1
2727,王品,220.5,302.574,66634041,13.25,其他,-29.75,0.67,5.45,-0.68,1
2731,雄獅,145.0,287.836,41605564,8.48,其他,8.4,0.42,5.84,0.69,1
2739,寒舍,35.0,51.284,1789153,11.55,其他,50.7,0.02,3.92,0.43,1
2748,雲品,39.85,120.914,4809765,19.16,其他,-20.68,0.05,1.6,0.25,1
2753,八方雲集,178.5,278.007,49335394,13.25,其他,72.3,0.49,3.18,1.42,1
2762,世界健身-KY,85.5,43.521,3714521,16.13,其他,11.49,0.04,2.06,1.54,1
2801,彰銀,24.35,21111.093,512136164,15.22,金融保險,-6.22,5.12,1.62,0.41,1
2812,台中銀,20.45,10356.767,211471421,13.19,金融保險,8.0,2.11,1.68,0.0,1
2816,旺旺保,33.7,93.601,3131735,5.35,金融保險,-16.03,0.03,5.34,0.15,1
2820,華票,16.55,1598.318,26310394,10.89,金融保險,11.01,0.26,4.61,0.61,1
2832,台產,56.4,129.875,7273506,10.85,金融保險,17.71,0.07,2.76,-0.53,1
2834,臺企銀,18.0,33503.232,601664046,13.74,金融保險,32.44,6.02,1.37,0.56,1
2836,高雄銀,12.85,3465.254,44513792,17.36,金融保險,-27.24,0.45,0.39,0.0,1
2838,聯邦銀,20.3,2061.726,41652731,14.4,金融保險,4.12,0.42,11.71,0.25,1
2845,遠東銀,13.35,8039.839,106795540,15.17,金融保險,61.03,1.07,1.84,1.14,1
2849,安泰銀,14.75,325.311,4657687,17.15,金融保險,-11.99,0.05,4.53,1.37,1
2850,新產,147.5,172.706,25396399,10.53,金融保險,1.74,0.25,2.32,0.34,1
2851,中再保,35.25,1493.294,52500458,6.81,金融保險,10.31,0.53,10.31,-0.7,1
2852,第一保,26.65,151.311,4003237,8.65,金融保險,19.17,0.04,2.2,0.38,1
2855,統一證,44.2,2042.999,90598208,9.89,金融保險,-16.87,0.91,18.3,-1.01,1
2867,三商壽,9.28,8583.155,78928291,66.29,金融保險,46.84,0.79,3.83,1.09,1
2880,華南金,40.7,27284.76,1116876749,19.66,金融保險,-25.2,11.17,1.57,-1.33,1
2881,富邦金,127.5,15800.513,2015442428,17.54,金融保險,16.6,20.15,5.16,-0.78,1
2882,國泰金,97.0,11296.648,1094803285,14.72,金融保險,13.24,10.95,11.87,-0.31,1
2883,凱基金,30.65,37493.589,1147305906,17.22,金融保險,45.33,11.47,2.08,-0.65,1
2884,玉山金,35.95,28893.377,1033138778,16.34,金融保險,25.32,10.33,3.36,0.84,1
2885,元大金,63.1,13453.942,850725643,19.42,金融保險,16.64,8.51,10.15,-0.32,1
2886,兆豐金,48.45,21752.615,1049966159,19.7,金融保險,0.35,10.5,1.22,0.62,1
2887,台新新光金,34.15,45252.046,1550837766,16.74,金融保險,24.34,15.51,5.93,-1.01,1
2889,國票金,15.75,6052.478,94699679,20.45,金融保險,60.62,0.95,2.17,0.64,1
2890,永豐金,38.55,29858.79,1150950991,18.44,金融保險,32.02,11.51,4.39,0.92,1
2891,中信金,63.6,16215.569,1028939777,15.33,金融保險,15.02,10.29,9.4,0.16,1
2892,第一金,34.3,30998.922,1060109477,17.59,金融保險,8.43,10.6,1.29,0.44,1
2897,王道銀行,10.15,3980.482,40119225,14.93,金融保險,55.99,0.4,0.0,1.0,1
2901,欣欣,24.45,14.058,340051,59.63,其他,-7.11,0.0,5.96,0.41,1
2903,遠百,22.25,1876.97,41562355,13.73,其他,51.09,0.42,1.77,1.14,1
2904,匯僑,13.5,43.116,584380,23.28,其他,-9.28,0.01,4.59,-0.74,1
2905,三商,16.1,1261.563,20137097,25.56,其他,61.89,0.2,0.92,1.9,1
2906,高林,13.2,271.554,3573534,29.33,其他,-17.66,0.04,14.37,-1.49,1
2908,特力,21.6,142.031,3048816,54.0,其他,1.56,0.03,2.48,0.23,1
2910,統領,23.55,116.11,2733691,19.3,其他,28.42,0.03,24.28,-1.88,1
2911,麗嬰房,7.06,166.938,1171941,1.83,其他,-3.59,0.01,15.55,0.86,1
2912,統一超,241.0,2818.769,673421353,21.97,其他,-1.1,6.73,3.21,1.69,1
2913,農林,11.15,1058.576,11836490,,其他,-9.26,0.12,8.61,0.0,1
2915,潤泰全,51.4,1313.184,67628264,6.03,其他,-0.61,0.68,3.02,-0.39,1
2923,鼎固-KY,33.2,235.068,7257132,,建材營建,12.34,0.07,13.77,9.93,1
2929,淘帝-KY,5.83,201.282,1167967,,其他,-61.11,0.01,4.58,-0.34,1
2939,永邑-KY,18.4,44.069,810411,,其他,11.35,0.01,12.38,-3.16,1
2945,三商家購,41.2,8.156,335518,18.31,其他,0.0,0.0,2.6,-0.84,1
3002,歐格,17.95,152.913,2749884,54.39,電腦及週邊設備業,-3.27,0.03,24.26,-1.91,1
3003,健和興,59.1,339.378,20115649,58.51,電子零組件業,-26.5,0.2,16.88,-2.8,1
3004,豐達科,135.5,397.255,54201621,25.37,其他,-17.93,0.54,16.87,-1.81,1
3005,神基,113.0,2291.953,259991903,13.87,電腦及週邊設備業,-3.16,2.6,5.83,-0.44,1
3006,晶豪科,206.0,6809.372,1421623537,24.49,半導體業,-18.44,14.22,21.6,-3.06,1
3008,大立光,3920.0,1577.639,6307620645,24.47,光電業,-6.84,63.08,25.12,-5.31,1
3010,華立,118.5,882.69,105458353,12.63,電子通路業,0.25,1.05,10.23,-1.25,1
3011,今皓,12.05,275.607,3304001,,電子零組件業,-8.35,0.03,20.72,0.0,1
3013,晟銘電,85.0,1621.966,139373309,18.64,電腦及週邊設備業,-22.5,1.39,24.14,-4.17,1
3014,聯陽,129.0,2780.693,357698913,13.95,半導體業,69.37,3.58,20.14,-1.9,1
3015,全漢,54.5,665.297,36579838,26.85,電子零組件業,-22.55,0.37,27.14,-3.02,1
3016,嘉晶,95.3,5430.956,531223647,232.44,半導體業,-9.4,5.31,37.46,-7.48,1
3017,奇鋐,2380.0,4515.686,10956024585,39.11,電腦及週邊設備業,3.14,109.56,14.7,-2.46,1
3018,隆銘綠能,13.0,94.017,1222221,,其他電子業,0.0,0.01,0.0,9.7,1
3019,亞光,132.5,3649.118,484326376,19.31,光電業,-4.79,4.84,16.93,-2.93,1
3021,鴻名,21.45,500.769,10741311,36.98,電子零組件業,35.75,0.11,35.1,-4.24,1
3022,威強電,94.0,4197.953,391244922,26.63,電腦及週邊設備業,22.44,3.91,1.78,1.95,1
3023,信邦,285.0,2832.134,816602322,21.32,電子零組件業,-34.4,8.17,19.38,-6.4,1
3024,憶聲,13.3,1225.127,16324374,147.78,光電業,7.85,0.16,13.07,0.38,1
3025,星通,56.0,107.967,6075789,14.0,通信網路業,-41.68,0.06,21.24,-1.75,1
3026,禾伸堂,640.0,1418.35,910069697,82.47,電子零組件業,-6.27,9.1,38.76,-8.18,1
3027,盛達,19.1,203.703,3933590,,通信網路業,-48.11,0.04,18.2,-4.02,1
3028,增你強,67.3,1314.422,89434278,13.17,電子通路業,-15.44,0.89,21.1,-1.46,1
3029,零壹,104.0,624.576,65204381,15.29,資訊服務業,16.1,0.65,3.7,0.0,1
3030,德律,292.5,1305.797,387689380,25.32,其他電子業,-19.25,3.88,18.75,-1.35,1
3031,佰鴻,23.55,488.061,11596321,21.03,光電業,-9.02,0.12,33.56,-2.48,1
3032,偉訓,77.5,244.892,19063962,,電子零組件業,-10.62,0.19,7.74,-1.9,1
3033,威健,50.0,6063.682,306221772,19.01,電子通路業,0.2,3.06,15.82,-0.99,1
3034,聯詠,507.0,4205.145,2126862562,20.78,半導體業,28.3,21.27,7.44,0.8,1
3035,智原,197.5,4571.009,886244988,105.05,半導體業,3.62,8.86,19.39,2.33,1
3036,文曄,205.5,6806.498,1404418480,14.57,電子通路業,-11.17,14.04,8.26,-0.96,1
3037,欣興,839.0,19813.146,16955119117,123.38,電子零組件業,-7.21,169.55,24.6,-6.36,1
3038,全台,20.65,124.33,2557227,21.97,光電業,-33.76,0.03,10.22,0.0,1
3040,遠見,35.85,299.271,10765428,,其他,3.68,0.11,9.24,-2.05,1
3041,揚智,23.7,939.643,22118269,,半導體業,-7.0,0.22,25.94,-2.07,1
3042,晶技,165.0,9221.887,1516724691,31.49,電子零組件業,-17.18,15.17,34.0,0.3,1
3043,科風,20.75,42.27,875760,,其他電子業,28.39,0.01,12.82,-0.72,1
3044,健鼎,393.0,2056.383,815590805,19.1,電子零組件業,-25.03,8.16,25.07,-3.2,1
3045,台灣大,113.5,13642.728,1539374192,23.02,通信網路業,68.04,15.39,1.68,1.34,1
3046,建碁,55.0,326.55,18106825,13.41,電腦及週邊設備業,-13.77,0.18,5.82,-1.61,1
3047,訊舟,14.65,568.475,8403667,,通信網路業,-36.94,0.08,16.29,-2.01,1
3048,益登,50.4,1159.547,58308989,18.13,電子通路業,2.73,0.58,26.97,-0.79,1
3049,精金,10.9,1782.938,19541900,,光電業,0.84,0.2,24.83,-1.8,1
3050,鈺德,11.6,366.459,4226522,,光電業,0.27,0.04,11.79,-0.85,1
3051,力特,22.45,732.281,16506823,21.8,光電業,-0.28,0.17,24.92,-2.39,1
3052,夆典,10.7,141.434,1506792,11.26,建材營建,-2.12,0.02,4.46,0.47,1
3054,立萬利,54.2,46.346,2507738,11.15,其他,-12.95,0.03,18.83,-1.63,1
3055,蔚華科,135.5,3505.691,482340456,,電子通路業,6.49,4.82,32.59,-9.97,1
3056,富華新,14.0,620.648,8702537,,建材營建,-19.33,0.09,3.91,-1.06,1
3057,喬鼎,16.15,39.869,633380,,電腦及週邊設備業,-15.05,0.01,23.64,0.0,1
3058,立德,8.5,425.893,3620817,,電子零組件業,-46.26,0.04,17.48,-0.93,1
3059,華晶科,40.0,1975.728,79700858,32.52,光電業,4.21,0.8,24.24,-1.6,1
3060,銘異,28.9,1425.342,41783658,,電腦及週邊設備業,-22.87,0.42,31.13,-3.34,1
3062,建漢,20.8,1488.285,31089823,,通信網路業,-15.19,0.31,18.43,-2.35,1
3090,日電貿,164.0,2102.953,337554734,34.17,電子零組件業,19.54,3.38,51.76,-4.37,1
3092,鴻碩,24.4,170.039,4125757,,電子零組件業,-6.47,0.04,31.46,-0.81,1
3094,聯傑,36.2,1491.736,54661825,139.23,半導體業,-5.94,0.55,21.56,-1.76,1
3130,一零四,206.0,200.49,41296840,13.66,其他,-61.85,0.41,1.26,0.0,1
3135,凌航,156.0,2495.168,393188660,11.04,半導體業,-9.32,3.93,21.8,4.0,1
3138,耀登,98.2,303.635,29954546,63.77,通信網路業,-15.14,0.3,24.74,-2.77,1
3149,正達,69.6,8732.858,601071239,,光電業,-18.38,6.01,36.15,1.61,1
3150,鈺寶-創,16.8,24.0,399700,,半導體業,-25.0,0.0,16.53,-0.59,1
3164,景岳,16.4,15.66,255416,31.54,其他,38.31,0.0,1.8,0.31,1
3167,大量,620.0,923.776,581927087,60.43,其他,-6.71,5.82,35.37,-9.88,1
3168,眾福科,43.8,24.269,1059846,16.34,光電業,-12.36,0.01,5.81,1.15,1
3189,景碩,711.0,14224.914,10362094070,200.28,半導體業,-20.74,103.62,24.15,-9.43,1
3209,全科,57.9,848.512,49057576,16.13,電子通路業,-31.93,0.49,7.95,-0.17,1
3229,晟鈦,39.5,497.908,20402439,790.0,電子零組件業,-37.56,0.2,25.47,-9.51,1
3231,緯創,179.0,179841.065,32336958893,17.95,電腦及週邊設備業,24.06,323.37,2.72,3.17,1
3257,虹冠電,51.7,334.779,17361605,17.41,半導體業,-1.49,0.17,33.89,-2.27,1
3266,昇陽,13.6,46.724,626171,21.25,建材營建,-2.14,0.01,0.66,0.37,1
3296,勝德,27.0,37.043,972444,207.69,電子零組件業,-37.74,0.01,13.88,-0.92,1
3305,昇貿,109.5,1200.061,131941704,30.85,其他電子業,-12.24,1.32,21.93,-3.1,1
3308,聯德,20.4,36.916,738028,170.0,電子零組件業,-21.67,0.01,15.0,1.49,1
3311,閎暉,34.15,162.138,5522753,22.03,通信網路業,-13.57,0.06,13.76,-0.15,1
